item,itemLabel,itemDescription,sitelinks
http://www.wikidata.org/entity/Q108892101,Novalina L. Tobing,Indonesian politician (born 1967 in Jakarta),0
http://www.wikidata.org/entity/Q108892121,Adriani,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108892136,Kikin Sadikin,Indonesian politician (born 1958 in Jakarta),0
http://www.wikidata.org/entity/Q108892141,Denny Jaya Abri Yani,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108892147,Wing Iskandar,Indonesian politician (born 1962 in Jakarta),0
http://www.wikidata.org/entity/Q108892148,Rusmarni,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108892157,Ratna Sarah Ayu,Indonesian politician (born 1974),0
http://www.wikidata.org/entity/Q108892159,Diana Novita,Indonesian politician (born 1980 in Jakarta),0
http://www.wikidata.org/entity/Q108892160,R. Sardjono Jhony T,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108892163,Farida Abidin,Indonesian politician (born 1954 in Jakarta),0
http://www.wikidata.org/entity/Q108892165,Lita Perdita,Indonesian politician (born 1957 in Jakarta),0
http://www.wikidata.org/entity/Q108892175,Yana Rochana,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108892176,Renny Soediro,Indonesian politician (born 1964),0
http://www.wikidata.org/entity/Q108892205,Haryanto Kadi Msc,Indonesian politician (born 1954 in Jakarta),0
http://www.wikidata.org/entity/Q108892215,Dinna Bahariany,Indonesian politician (born 1967 in Jakarta),0
http://www.wikidata.org/entity/Q108892219,Esti Ilmawati,Indonesian politician (born 1991 in Jakarta),0
http://www.wikidata.org/entity/Q108892223,Gina Septi Maharani,Indonesian politician (born 1981 in Jakarta),0
http://www.wikidata.org/entity/Q108892225,Carmen Shiran Yunita Jahja,Indonesian politician (born 1960 in Jakarta),0
http://www.wikidata.org/entity/Q108892228,Wisnu Purnomo,Indonesian politician (born 1962 in Jakarta),0
http://www.wikidata.org/entity/Q108892229,Eko Rukmana,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108892230,Yulia Himawati,Indonesian politician (born 1961 in Jakarta),0
http://www.wikidata.org/entity/Q108892243,Irma Bastaman Haris,Indonesian politician (born 1963 in Jakarta),0
http://www.wikidata.org/entity/Q108892248,Rina Fithrawati,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108892265,Christiyanti,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108892268,Marliana Kadir,Indonesian politician (born 1968 in Jakarta),0
http://www.wikidata.org/entity/Q108892273,Ny. Nieke Maulida Kurniasih,Indonesian politician (born 1966 in Jakarta),0
http://www.wikidata.org/entity/Q108892286,Ir Sumarna F Abdurrahman,Indonesian politician (born 1955 in Jakarta),0
http://www.wikidata.org/entity/Q108892290,Fakhri Sudjana,Indonesian politician (born 1981 in Jakarta),0
http://www.wikidata.org/entity/Q108892291,Anton Rinaldi,Indonesian politician (born 1963 in Jakarta),0
http://www.wikidata.org/entity/Q108892292,Nunung Kurniasih,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108892295,Virgiani Rahayu Saraswati,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108892296,Adrian Kusnadi,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892302,Hardi Kusnan,Indonesian politician (born 1958),0
http://www.wikidata.org/entity/Q108892303,Ibnu Zanuar,Indonesian politician (born 1984 in Jakarta),0
http://www.wikidata.org/entity/Q96988072,Lasarus,Indonesian politician,0
http://www.wikidata.org/entity/Q97590544,Kurtubi,Indonesian politician,0
http://www.wikidata.org/entity/Q97590599,G. Michael Jeno,Indonesian politician,0
http://www.wikidata.org/entity/Q108893140,Ida Resmi Nurani,Indonesian politician (born in Yogyakarta),0
http://www.wikidata.org/entity/Q108893247,Aria Ganna Henryanto,Indonesian politician (born 1983 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893257,Syarifuddin Tahir,Indonesian politician (born 1973 in Ntt),0
http://www.wikidata.org/entity/Q108893265,Bowie Sn,Indonesian politician (born 1976 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893268,Marlinda Irwanti,Indonesian politician (born 1964),0
http://www.wikidata.org/entity/Q108893269,Heru Dewanto,Indonesian politician (born 1967),0
http://www.wikidata.org/entity/Q108893341,Indah Dwi Widyawati,Indonesian politician (born 1983 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893344,Isabella Yudha Hastarini,Indonesian politician (born 1980 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893346,R.B. Kustriono Jati,Indonesian politician (born 1956 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893355,Nevi Ervina Rahmawati,Indonesian politician (born 1971 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893358,Guritno Kusumo,Indonesian politician (born 1951 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893359,Hindartana,Indonesian politician (born 1964),0
http://www.wikidata.org/entity/Q108893361,Qorinatul Hasinah,Indonesian politician (born 1972),0
http://www.wikidata.org/entity/Q108893368,Karyani Laksmi Dewi,Indonesian politician (born 1971 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893375,R. Rudy Gunarto,Indonesian politician (born 1965 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893408,Murcahyo Nugroho,Indonesian politician (born in Yogyakarta),0
http://www.wikidata.org/entity/Q108893409,Pulung Agustanto,Indonesian politician (born 1971 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893421,Muhamad Sri Hascaryo,Indonesian politician (born 1957 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893424,Wantoro,Indonesian politician (born 1955 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893472,Raden Bambang Pramukantoro,Indonesian politician (born 1966 in Yogyakarta),0
http://www.wikidata.org/entity/Q108893520,Susanto Budi Raharjo,Indonesian politician (born 1977),0
http://www.wikidata.org/entity/Q108893558,Safira Machrusah,Indonesian politician (born 1968),0
http://www.wikidata.org/entity/Q108894243,Khoirun Nisa,Indonesian politician (born 1985 in Yogyakarta),0
http://www.wikidata.org/entity/Q108894870,Utari Soekanto,Indonesian politician (born 1949 in Yogyakarta),0
http://www.wikidata.org/entity/Q108895388,Muda Antartikawan,Indonesian politician (born 1962 in Yogyakarta),0
http://www.wikidata.org/entity/Q108895526,Bangun P.W. Marpaung,Indonesian politician (born 1966 in Yogyakarta),0
http://www.wikidata.org/entity/Q108895711,Triningsih Kusuma Astuti,Indonesian politician (born 1963 in Yogyakarta),0
http://www.wikidata.org/entity/Q108895737,Zuhdi Yahya,Indonesian politician (born 1964 in Yogyakarta),0
http://www.wikidata.org/entity/Q108895943,Nuraeni A. Barung,Indonesian politician (born 1956),0
http://www.wikidata.org/entity/Q108901127,Zunatul Mafruchah,Indonesian politician (born 1965),0
http://www.wikidata.org/entity/Q108901130,Rr. Umi Lestari Wahyu Ningrum,Indonesian politician (born 1964 in Yogyakarta),0
http://www.wikidata.org/entity/Q108901133,Lucia Destina Kristianti,Indonesian politician (born 1955 in Yogyakarta),0
http://www.wikidata.org/entity/Q108901136,Indri Astuti,Indonesian politician (born 1970 in Yogyakarta),0
http://www.wikidata.org/entity/Q108901601,Roestanto Wahidi D. Mm,Indonesian politician (born 1947),0
http://www.wikidata.org/entity/Q108901690,Mary Sylvia,Indonesian politician (born 1960),0
http://www.wikidata.org/entity/Q108901752,Bagus Bramanto Aji Guno,Indonesian politician (born 1988 in Yogyakarta),0
http://www.wikidata.org/entity/Q108901792,Harmanto,Indonesian politician (born 1949 in Yogyakarta),0
http://www.wikidata.org/entity/Q108901836,Tri Wartiningsih,Indonesian politician (born 1971 in Yogyakarta),0
http://www.wikidata.org/entity/Q108901885,Agung Eko Ismawanto,Indonesian politician (born 1977),0
http://www.wikidata.org/entity/Q108902090,Chrys Kelana,Indonesian politician (born 1950 in Yogyakarta),0
http://www.wikidata.org/entity/Q108902647,Dwi Budiyati,Indonesian politician (born 1974 in Yogyakarta),0
http://www.wikidata.org/entity/Q108902896,Endang Dwi Astuti,Indonesian politician (born 1973 in Yogyakarta),0
http://www.wikidata.org/entity/Q108903235,Budi Susilo,Indonesian politician (born 1953 in Yogyakarta),0
http://www.wikidata.org/entity/Q109700546,KMRT Roy Suryo Notodiprojo,political candidate (from Slemen; district DIY in 2009),0
http://www.wikidata.org/entity/Q109718492,Mirati Dewaningsih T.,political candidate (from Maluku Tengah; district Maluku in 2009),0
http://www.wikidata.org/entity/Q55218045,Dominique Berretty,French photographer (1925–1980),0
http://www.wikidata.org/entity/Q55433836,Ratu Vashti Annisa,,0
http://www.wikidata.org/entity/Q55677006,Peter van der Bilt,,0
http://www.wikidata.org/entity/Q55678490,Henri Adrien Frederic de Vogel,,0
http://www.wikidata.org/entity/Q55843910,Johann Sollewyn Gelpke,,0
http://www.wikidata.org/entity/Q108892307,Debby Verama Sari,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108892327,Indah Muktiningtias,Indonesian politician (born 1963 in Jakarta),0
http://www.wikidata.org/entity/Q108892332,Gina Rahnawaty,Indonesian politician (born 1980 in Jakarta),0
http://www.wikidata.org/entity/Q108892334,Neni Nurhayani,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892348,Muchammad Hariyanto,Indonesian politician (born 1977 in Jakarta),0
http://www.wikidata.org/entity/Q108892360,Fyna Mahdalia,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108892368,Arif Budiman,Indonesian politician (born 1969 in Jakarta),0
http://www.wikidata.org/entity/Q108892378,R. Yudiasih,Indonesian politician (born 1961 in Jakarta),0
http://www.wikidata.org/entity/Q108892394,Sumantri,Indonesian politician (born 1976 in Jakarta),0
http://www.wikidata.org/entity/Q108892401,Estiana Fithriana Dewi,Indonesian politician (born 1981 in Jakarta),0
http://www.wikidata.org/entity/Q108892408,Badiaraja Leonardo S,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108892417,Marina S Anggraeni,Indonesian politician (born 1964 in Jakarta),0
http://www.wikidata.org/entity/Q108892420,Isyana Wisnuwardhani Sadjarwo,Indonesian politician (born 1954),0
http://www.wikidata.org/entity/Q108892434,Purwanti Ningsih,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108892436,Maurits Alex Paath,Indonesian politician (born 1950),0
http://www.wikidata.org/entity/Q108892437,Mardiah,Indonesian politician (born 1979 in Jakarta),0
http://www.wikidata.org/entity/Q108892459,Handoyo Prihatanto,Indonesian politician (born 1979),0
http://www.wikidata.org/entity/Q108892466,Putri Permata Sari,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108892468,Intan Cahayawati,Indonesian politician (born 1982),0
http://www.wikidata.org/entity/Q108892470,Thirza Imran,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108892489,Olivia Minda Putri,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892505,R. Andy Nurhariaji,Indonesian politician (born 1981 in Jakarta),0
http://www.wikidata.org/entity/Q108892512,Siti Umaiyati,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108892514,Ria Rukiah,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892515,Wening Nurati,Indonesian politician (born 1969 in Jakarta),0
http://www.wikidata.org/entity/Q108892520,Sinta Dewi Nastiti,Indonesian politician (born 1962 in Jakarta),0
http://www.wikidata.org/entity/Q108892524,Farid Aljawi,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108892545,Dwi Andriyani,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108892548,Sukma Wardani,Indonesian politician (born 1986 in Jakarta),0
http://www.wikidata.org/entity/Q108892556,Sugeng Raharjo,Indonesian politician (born 1968 in Jakarta),0
http://www.wikidata.org/entity/Q108892568,Iryanto Muchyi,Indonesian politician (born 1958 in Jakarta),0
http://www.wikidata.org/entity/Q108892575,Sufti Husnafiyah,Indonesian politician (born 1956 in Jakarta),0
http://www.wikidata.org/entity/Q108892592,Sendi Tyas Yulianti,Indonesian politician (born 1986 in Jakarta),0
http://www.wikidata.org/entity/Q108892600,Mesi Rosiana,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892601,Bambang Riyadi Soegomo,Indonesian politician (born 1952),0
http://www.wikidata.org/entity/Q108892602,J. Dwihartanto,Indonesian politician (born 1960 in Jakarta),0
http://www.wikidata.org/entity/Q108892644,Theresia Winarti Susanti,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108892654,Widjanarko,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108892664,Syaifullah,Indonesian politician (born 1976),0
http://www.wikidata.org/entity/Q108892721,Heni Wahyudiani,Indonesian politician (born 1962),0
http://www.wikidata.org/entity/Q108892732,Bona P. Saragih,Indonesian politician (born 1986 in Jakarta),0
http://www.wikidata.org/entity/Q108892742,Arnanto Nurprabowo,Indonesian politician (born 1968),0
http://www.wikidata.org/entity/Q108892763,Retno Yuliati,Indonesian politician (born 1961 in Jakarta),0
http://www.wikidata.org/entity/Q108892774,Rusdianto Rusli,Indonesian politician (born 1962),0
http://www.wikidata.org/entity/Q108892777,Mukhayar,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108892786,Putry Nurhaeni,Indonesian politician (born 1989 in Jakarta),0
http://www.wikidata.org/entity/Q108892792,Lia Kurnia,Indonesian politician (born 1990 in Jakarta),0
http://www.wikidata.org/entity/Q108892798,Heru Cipto Nugroho,Indonesian politician (born 1966),0
http://www.wikidata.org/entity/Q108892802,Siti Aisah,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892806,Ida Hadijah,Indonesian politician (born 1967 in Jakarta),0
http://www.wikidata.org/entity/Q108892813,Flora Andheka Fara,Indonesian politician (born 1969 in Jakarta),0
http://www.wikidata.org/entity/Q108892814,Guspiabri Sumowigeno,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108892835,Budhi Purwanto,Indonesian politician (born 1964),0
http://www.wikidata.org/entity/Q108892841,Dheyna Hasiholan,Indonesian politician (born 1975),0
http://www.wikidata.org/entity/Q108892849,Yudi Syamhudi Suyuti,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108892883,Bambang Purwanto,Indonesian politician (born 1956 in Jakarta),0
http://www.wikidata.org/entity/Q108892884,Retno Untari,Indonesian politician (born 1976 in Jakarta),0
http://www.wikidata.org/entity/Q108892895,Dyah Hestu Lestari,Indonesian politician (born 1977 in Jakarta),0
http://www.wikidata.org/entity/Q108892896,Bimo Widagdo,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108892906,Dewi Anggraeni,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108892917,Bambang Rony Pramana,Indonesian politician (born 1971),0
http://www.wikidata.org/entity/Q108892924,Ahmad Bakri Putra,Indonesian politician (born 1968 in Jakarta),0
http://www.wikidata.org/entity/Q108892929,Djumsiatin,Indonesian politician (born 1963),0
http://www.wikidata.org/entity/Q108892966,Nurbaya,Indonesian politician (born 1991 in Jakarta),0
http://www.wikidata.org/entity/Q108892967,Sulpiyatin,Indonesian politician (born 1991 in Jakarta),0
http://www.wikidata.org/entity/Q108892971,Dhiah Kunthini Ethikawati,Indonesian politician (born 1967),0
http://www.wikidata.org/entity/Q108892980,Ninuk Widhosari,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108893000,Pandu Yuniarto,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108893001,Fitriah,Indonesian politician (born 1980 in Jakarta),0
http://www.wikidata.org/entity/Q108893003,Dewi Masyitoh,Indonesian politician (born 1986),0
http://www.wikidata.org/entity/Q108893007,Yanita Permatasari,Indonesian politician (born 1980 in Jakarta),0
http://www.wikidata.org/entity/Q108893020,Bakti Pane,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108893021,Ayu Amalia,Indonesian politician (born 1991 in Jakarta),0
http://www.wikidata.org/entity/Q108893022,Nusa Setianto,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108893052,Ratih Puspitaningtias Faeni,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893054,Andi Azwan,Indonesian politician (born 1968 in Jakarta),0
http://www.wikidata.org/entity/Q108893057,Virta Hanisah,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893059,Purwati,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893061,Dwiningsih Haryanti Putri,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893079,Dwi Yanti,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893109,Ayi Putri Tjakrawedana,Indonesian politician (born 1967 in Jakarta),0
http://www.wikidata.org/entity/Q108893125,Legi Setiawati,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893134,Dwi Suprapti,Indonesian politician (born 1977 in Jakarta),0
http://www.wikidata.org/entity/Q108893148,Suci Widianingrum S,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108893149,Rizkia Prima Yulia,Indonesian politician (born 1974),0
http://www.wikidata.org/entity/Q108893150,Mahfudin Nigara,Indonesian politician (born 1957 in Jakarta),0
http://www.wikidata.org/entity/Q108893157,Astrid Cinderella Bisara,Indonesian politician (born 1977),0
http://www.wikidata.org/entity/Q108893162,Amir Mirza,Indonesian politician (born 1968 in Jakarta),0
http://www.wikidata.org/entity/Q108893168,Purwoko Julisasongko,Indonesian politician (born 1957),0
http://www.wikidata.org/entity/Q108893169,Fitri Yanti,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108893194,Dwi Niar Damayanti,Indonesian politician (born 1991 in Jakarta),0
http://www.wikidata.org/entity/Q108893200,Mahyati H Tjokroaminoto,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108893220,Nafisatul Khoiriyah,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108893222,Christopher Nugroho,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108893227,Pria Sambadha,Indonesian politician (born 1962 in Jakarta),0
http://www.wikidata.org/entity/Q108893230,Ida,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108893232,Mirnasary,Indonesian politician (born 1975 in Jakarta),0
http://www.wikidata.org/entity/Q108893255,Meidiana Fauzia Datuk,Indonesian politician (born 1958 in Jakarta),0
http://www.wikidata.org/entity/Q108893263,Trini Sumartini,Indonesian politician (born 1964 in Jakarta),0
http://www.wikidata.org/entity/Q108893271,Lucky Ali Moerfiqin,Indonesian politician (born 1963),0
http://www.wikidata.org/entity/Q12492610,Kristupa Saragih,Indonesian photographer (1976-2017),0
http://www.wikidata.org/entity/Q21451721,Deddy Armand,penulis skenario dan sutradara asal Indonesia,0
http://www.wikidata.org/entity/Q25461464,Dasman Djamaluddin,Indonesian writer,0
http://www.wikidata.org/entity/Q77624745,H. Syofyan Nadar,Tokoh Silat Indonesia,0
http://www.wikidata.org/entity/Q108888836,Munawar,Indonesian politician (born 1971 in Biruen),0
http://www.wikidata.org/entity/Q108889774,Masril Muhammad,Indonesian politician (born 1953 in Kerinci),0
http://www.wikidata.org/entity/Q108889775,Ami Taher,Indonesian politician (born 1947 in Kerinci),0
http://www.wikidata.org/entity/Q108889797,Betti Vlorinda,Indonesian politician (born 1972 in Kerinci),0
http://www.wikidata.org/entity/Q109665964,Febrianti,jurnalis Indonesia,0
http://www.wikidata.org/entity/Q111312738,Indah Cahya Nabilla,penyanyi Indonesia,0
http://www.wikidata.org/entity/Q4750462,Ana Nikšić,Croatian handball player,0
http://www.wikidata.org/entity/Q108893272,Prasetya Watie,Indonesian politician (born 1959 in Jakarta),0
http://www.wikidata.org/entity/Q108893290,Rr. Astuty Liestiyaningrum,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108893310,Sm. Habib Bahr,Indonesian politician (born 1959 in Jakarta),0
http://www.wikidata.org/entity/Q108893318,Bambang Rizward Ahmad,Indonesian politician (born 1966 in Jakarta),0
http://www.wikidata.org/entity/Q108893319,Mohamad Ismail,Indonesian politician (born 1957 in Jakarta),0
http://www.wikidata.org/entity/Q108893323,Chepy T. Wartono,Indonesian politician (born 1967),0
http://www.wikidata.org/entity/Q108893327,Raisy Alexandra Pandey,Indonesian politician (born 1966 in Jakarta),0
http://www.wikidata.org/entity/Q108893331,Margoningsih,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108893332,Mochammad Nurdjaedi,Indonesian politician (born 1969 in Jakarta),0
http://www.wikidata.org/entity/Q108893334,Indri Yuli Hartati,Indonesian politician (born 1979 in Jakarta),0
http://www.wikidata.org/entity/Q108893339,R.A Taniya Mahisa,Indonesian politician (born 1988 in Jakarta),0
http://www.wikidata.org/entity/Q108893340,Dewi Puspaningtyas Faeni,Indonesian politician (born 1964 in Jakarta),0
http://www.wikidata.org/entity/Q108893360,Cepi Sudiana,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108893362,Susanti,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108893369,Sukartini,Indonesian politician (born 1972 in Jakarta),0
http://www.wikidata.org/entity/Q108893372,Aryo Sadono,Indonesian politician (born 1981 in Jakarta),0
http://www.wikidata.org/entity/Q108893399,Triyani Susilowati,Indonesian politician (born 1976 in Jakarta),0
http://www.wikidata.org/entity/Q108893417,Susilo Budiono Djarot,Indonesian politician (born 1958 in Jakarta),0
http://www.wikidata.org/entity/Q108893433,Cut Poppy Meurah Intan,Indonesian politician (born 1967 in Jakarta),0
http://www.wikidata.org/entity/Q108893442,Betty Zubaidah,Indonesian politician (born 1956),0
http://www.wikidata.org/entity/Q108893450,Desy Nurhasanah,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108893451,Tati Hartati,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108893486,Eka Rista Harimurti,Indonesian politician (born 1980 in Jakarta),0
http://www.wikidata.org/entity/Q108893499,Daisy  Silanno,Indonesian politician (born 1981 in Jakarta),0
http://www.wikidata.org/entity/Q108893502,Listiawati S,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108893544,Roni Hutomo,Indonesian politician (born 1959 in Jakarta),0
http://www.wikidata.org/entity/Q108893549,Elma Belani Munzir,Indonesian politician (born 1977 in Jakarta),0
http://www.wikidata.org/entity/Q108893561,Hani Hasjim,Indonesian politician (born 1968 in Jakarta),0
http://www.wikidata.org/entity/Q108893579,Ridwanul Hakim,Indonesian politician (born 1968),0
http://www.wikidata.org/entity/Q108893580,Mayruna Maha,Indonesian politician (born 1954 in Jakarta),0
http://www.wikidata.org/entity/Q108893594,Aditya Indradjaja,Indonesian politician (born 1956 in Jakarta),0
http://www.wikidata.org/entity/Q108893600,Daryati Nengsih,Indonesian politician (born 1967 in Jakarta),0
http://www.wikidata.org/entity/Q108893601,Deny Kusumawardani,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108893645,Ummy Rizqiyah,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108893657,Allen,Indonesian politician (born 1966 in Jakarta),0
http://www.wikidata.org/entity/Q108893658,Sandi Aini,Indonesian politician (born 1989 in Jakarta),0
http://www.wikidata.org/entity/Q108893679,Yushi Hardini,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108893684,Dian Noeswantari,Indonesian politician (born 1969 in Jakarta),0
http://www.wikidata.org/entity/Q108893696,Adliana Chaniago,Indonesian politician (born 1981),0
http://www.wikidata.org/entity/Q108893698,Anggriani A. Nazar,Indonesian politician (born 1970 in Jakarta),0
http://www.wikidata.org/entity/Q108893710,Panel Barus,Indonesian politician (born 1979 in Jakarta),0
http://www.wikidata.org/entity/Q108893716,Farah Tamalia,Indonesian politician (born 1960 in Jakarta),0
http://www.wikidata.org/entity/Q108893722,Sri Kurniatun,Indonesian politician (born 1966 in Jakarta),0
http://www.wikidata.org/entity/Q108893776,Inka Vania Kristianti,Indonesian politician (born 1988 in Jakarta),0
http://www.wikidata.org/entity/Q108893787,Heru Suyanto,Indonesian politician (born 1962 in Jakarta),0
http://www.wikidata.org/entity/Q108893800,Mohamad Ikhsan Modjo,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108893801,Siti Romlah,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108893815,Riv'atur Rusydaniah,Indonesian politician (born 1990 in Jakarta),0
http://www.wikidata.org/entity/Q108893817,Candra Prasetiyo Hadi,Indonesian politician (born 1985 in Jakarta),0
http://www.wikidata.org/entity/Q108893827,Yosie Maryuni Dahilza,Indonesian politician (born 1975),0
http://www.wikidata.org/entity/Q108893833,Wienda Hendrawati,Indonesian politician (born 1955),0
http://www.wikidata.org/entity/Q108893872,Farah Dini,Indonesian politician (born 1988 in Jakarta),0
http://www.wikidata.org/entity/Q108893883,Heru Herlambang,Indonesian politician (born 1973 in Jakarta),0
http://www.wikidata.org/entity/Q108893885,Indah Sri Milawati,Indonesian politician (born 1964 in Jakarta),0
http://www.wikidata.org/entity/Q108893902,Hendarwinny,Indonesian politician (born 1965 in Jakarta),0
http://www.wikidata.org/entity/Q108893905,Agustina Nurul Hidayati,Indonesian politician (born 1966),0
http://www.wikidata.org/entity/Q108893906,Tito Murbaintoro,Indonesian politician (born 1958 in Jakarta),0
http://www.wikidata.org/entity/Q108893914,Rm. Moch. Bintang D. Prabowo,Indonesian politician (born 1985),0
http://www.wikidata.org/entity/Q108893923,Indah Handiani,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108893935,Rachmat Tri Fahmi,Indonesian politician (born 1989 in Jakarta),0
http://www.wikidata.org/entity/Q108893939,Farida Chaeroni,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108893940,Bambang Susiant0,Indonesian politician (born 1952 in Jakarta),0
http://www.wikidata.org/entity/Q108893965,Diana Widyastuti,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108893970,Ainillah Sapri,Indonesian politician (born 1971 in Jakarta),0
http://www.wikidata.org/entity/Q108893979,Zainuddin Bey Fananie,Indonesian politician (born 1969 in Jakarta),0
http://www.wikidata.org/entity/Q108893981,Rista Apriyanti,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108894003,Sofyan Herbowo,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108894032,Maimara Tando,Indonesian politician (born 1968),0
http://www.wikidata.org/entity/Q108894033,Reza Trianto,Indonesian politician (born 1964 in Jakarta),0
http://www.wikidata.org/entity/Q108894035,Ellen Saloma,Indonesian politician (born 1974 in Jakarta),0
http://www.wikidata.org/entity/Q108894038,Putut Wijanarko,Indonesian politician (born 1980 in Jakarta),0
http://www.wikidata.org/entity/Q108894047,Wien Ermawati Falah,Indonesian politician (born in Jakarta),0
http://www.wikidata.org/entity/Q108894076,Linda L.A.N Waseso,Indonesian politician (born 1963 in Jakarta),0
http://www.wikidata.org/entity/Q108894082,Arya Rizqi Darsono,Indonesian politician (born 1978 in Jakarta),0
http://www.wikidata.org/entity/Q108894084,Romi Wibisono,Indonesian politician (born 1989 in Jakarta),0
